lateral_hori_stiffness,lateral_verti_stiffness,diagonal_stiffness,total_twist_deg,twist_0_1_deg,twist_1_2_deg
100,1082,1487,74.99338197657075,38.3115524435374,36.68182953303334
100,1082,1743,60.92234022892353,30.37742588155062,30.54491434737291
100,1082,2043,50.402700622891146,24.579447469785684,25.82325315310547
100,1082,2395,41.64543123215855,20.23044467480583,21.414986557352723
100,1082,2807,34.719232446530974,16.840927335829058,17.878305110701916
100,1082,3290,29.202319596935077,14.115819533258772,15.0865000636763
100,1082,3856,24.707097393200648,11.88402191245717,12.823075480743478
100,1082,4520,20.988757778064677,10.030453565847754,10.958304212216925
100,1082,5298,17.88943125210512,8.481259039574274,9.408172212530847
100,1082,6210,15.287726888267946,7.179261214428674,8.108465673839273
100,1082,7278,13.096181283513799,6.082265384916335,7.013915898597464
100,1082,8531,11.241617781258686,5.154332705424153,6.087285075834533
100,1082,10000,9.671162790266054,4.369044864133944,5.3021179261321105
100,1268,100,105.2178983702881,51.51168781058091,53.70621055970717
100,1268,117,104.94757151719597,51.37198918449882,53.57558233269714
100,1268,137,104.62109857215239,51.20380806209545,53.417290510056944
100,1268,161,104.22060603672344,50.99751804664677,53.223087990076664
100,1268,188,103.64430256222205,50.67118453568376,52.97311802653829
100,1268,221,102.91513463276648,50.25905257076671,52.65608206199976
100,1268,259,102.11697390415533,49.83764434113078,52.27932956302455
100,1268,303,101.21148229870842,49.39800884949379,51.81347344921463
100,1268,356,99.72298724820628,48.722733504613835,51.000253743592445
100,1268,417,97.61852445447924,47.87084151759474,49.7476829368845
100,1268,489,94.73912180181188,47.13575971890383,47.60336208290805
100,1268,573,91.92717789038618,46.46490454544335,45.462273344942815
100,1268,672,90.65276972323163,46.39045725730156,44.26231246593006
100,1268,788,90.33101216041518,46.67822481688678,43.6527873435284
100,1268,923,78.20472929681674,40.57942221094076,37.62530708587596
100,1268,1082,76.12166123592098,38.969687475891675,37.1519737600293
100,1268,1268,75.02011110366459,38.22922434260327,36.79088676106132
100,1268,1487,73.20396048953201,37.12574750423923,36.07821298529278
100,1268,1743,60.06871183670507,29.90523412470927,30.1634777119958
100,1268,2043,49.63114485385236,24.37586372019389,25.255281133658475
100,1268,2395,40.969514560137824,20.138218116364726,20.8312964437731
100,1268,2807,34.237397297683934,16.8074520270177,17.429945270666234
100,1268,3290,28.83267291591663,14.113859799868253,14.718813116048375
100,1268,3856,24.405014195348773,11.89862009237166,12.506394102977113
100,1268,4520,20.729830409467667,10.05484850040176,10.674981909065908
100,1268,5298,17.6616044229332,8.511041077588763,9.150563345344436
100,1268,6210,15.08585139383155,7.211409547756732,7.8744418460748165
100,1268,7278,12.915572569152504,6.115298313035742,6.800274256116763
100,1268,8531,11.080581939689345,5.187292711776604,5.893289227912741
100,1268,10000,9.528574570255968,4.401327670680743,5.127246899575224
100,1487,100,101.88844385130625,49.90474632235264,51.98369752895359
100,1487,117,101.61445937871473,49.773585167046775,51.84087421166795
100,1487,137,101.26509606061362,49.61189569996674,51.65320036064688
100,1487,161,100.84622437010306,49.41690785175825,51.42931651834481
100,1487,188,100.35077697795195,49.163952875523165,51.18682410242877
100,1487,221,99.73989462396419,48.822152289125874,50.917742334838316
100,1487,259,99.05463096330868,48.47298037992761,50.581650583381055
100,1487,303,98.20878084855109,48.07642132668841,50.132359521862675
100,1487,356,96.61533118118032,47.35074895007099,49.264582231109344
100,1487,417,94.69077521978318,46.59174540337501,48.09902981640817
100,1487,489,92.1099848864446,45.95908476140856,46.15090012503604
100,1487,573,90.80712737465987,45.83674881994013,44.97037855471973
100,1487,672,79.37609966886768,41.440652651016464,37.93544701785121
100,1487,788,76.48619073653497,39.171985106668835,37.31420562986612
100,1487,923,75.13021509652204,38.1418597688424,36.98835532767964
100,1487,1082,74.35852215996908,37.58499330356645,36.773528856402635
100,1487,1268,73.80241904651396,37.26180760749572,36.540611439018235
